year,city,country,avg_temp
2013,Kawasaki,Japan,13.91
1937,Kitakyushu,Japan,15.47
1841,Kitakyushu,Japan,13.98
1842,Kitakyushu,Japan,14.50
1843,Kitakyushu,Japan,14.64
1844,Kitakyushu,Japan,14.35
1845,Kitakyushu,Japan,14.55
1846,Kitakyushu,Japan,14.72
1847,Kitakyushu,Japan,14.92
1848,Kitakyushu,Japan,14.69
1849,Kitakyushu,Japan,14.67
1850,Kitakyushu,Japan,14.20
1851,Kitakyushu,Japan,13.95
1852,Kitakyushu,Japan,14.04
1853,Kitakyushu,Japan,14.38
1854,Kitakyushu,Japan,14.84
1855,Kitakyushu,Japan,15.07
1856,Kitakyushu,Japan,14.61
1857,Kitakyushu,Japan,14.62
1858,Kitakyushu,Japan,14.68
1859,Kitakyushu,Japan,14.68
1860,Kitakyushu,Japan,14.07
1861,Kitakyushu,Japan,14.25
1862,Kitakyushu,Japan,14.00
1863,Kitakyushu,Japan,14.71
1864,Kitakyushu,Japan,14.28
1865,Kitakyushu,Japan,14.71
1866,Kitakyushu,Japan,14.27
1867,Kitakyushu,Japan,14.93
1868,Kitakyushu,Japan,14.81
1869,Kitakyushu,Japan,14.89
1870,Kitakyushu,Japan,14.80
1871,Kitakyushu,Japan,14.88
1872,Kitakyushu,Japan,14.64
1873,Kitakyushu,Japan,14.12
1874,Kitakyushu,Japan,14.80
1875,Kitakyushu,Japan,14.58
1876,Kitakyushu,Japan,14.81
1877,Kitakyushu,Japan,14.90
1878,Kitakyushu,Japan,14.70
1879,Kitakyushu,Japan,15.05
1880,Kitakyushu,Japan,14.69
1881,Kitakyushu,Japan,14.58
1882,Kitakyushu,Japan,14.60
1883,Kitakyushu,Japan,14.70
1884,Kitakyushu,Japan,13.70
1885,Kitakyushu,Japan,14.21
1886,Kitakyushu,Japan,14.50
1887,Kitakyushu,Japan,14.77
1888,Kitakyushu,Japan,14.88
1889,Kitakyushu,Japan,14.30
1890,Kitakyushu,Japan,15.74
1891,Kitakyushu,Japan,14.78
1892,Kitakyushu,Japan,14.49
1893,Kitakyushu,Japan,14.32
1894,Kitakyushu,Japan,15.78
1895,Kitakyushu,Japan,14.70
1896,Kitakyushu,Japan,14.67
1897,Kitakyushu,Japan,14.72
1898,Kitakyushu,Japan,15.62
1899,Kitakyushu,Japan,14.99
1900,Kitakyushu,Japan,14.65
1901,Kitakyushu,Japan,14.37
1902,Kitakyushu,Japan,14.79
1903,Kitakyushu,Japan,14.80
1904,Kitakyushu,Japan,14.68
1905,Kitakyushu,Japan,14.94
1906,Kitakyushu,Japan,14.37
1907,Kitakyushu,Japan,14.57
1908,Kitakyushu,Japan,14.57
1909,Kitakyushu,Japan,14.64
1910,Kitakyushu,Japan,14.34
1911,Kitakyushu,Japan,14.86
1912,Kitakyushu,Japan,14.59
1913,Kitakyushu,Japan,14.22
1914,Kitakyushu,Japan,15.57
1915,Kitakyushu,Japan,15.17
1916,Kitakyushu,Japan,15.48
1917,Kitakyushu,Japan,14.05
1918,Kitakyushu,Japan,14.32
1919,Kitakyushu,Japan,14.94
1920,Kitakyushu,Japan,15.13
1921,Kitakyushu,Japan,14.54
1922,Kitakyushu,Japan,15.20
1923,Kitakyushu,Japan,14.82
1924,Kitakyushu,Japan,14.58
1925,Kitakyushu,Japan,14.65
1926,Kitakyushu,Japan,14.54
1927,Kitakyushu,Japan,14.73
1928,Kitakyushu,Japan,15.04
1929,Kitakyushu,Japan,14.98
1930,Kitakyushu,Japan,15.42
1931,Kitakyushu,Japan,14.88
1932,Kitakyushu,Japan,14.78
1933,Kitakyushu,Japan,14.99
1934,Kitakyushu,Japan,14.59
1935,Kitakyushu,Japan,15.14
1936,Kitakyushu,Japan,14.22
1938,Kitakyushu,Japan,15.05
1939,Kitakyushu,Japan,15.29
1940,Kitakyushu,Japan,15.02
1941,Kitakyushu,Japan,15.10
1942,Kitakyushu,Japan,15.11
1943,Kitakyushu,Japan,14.92
1944,Kitakyushu,Japan,15.02
1945,Kitakyushu,Japan,14.52
1946,Kitakyushu,Japan,15.37
1947,Kitakyushu,Japan,14.20
1948,Kitakyushu,Japan,15.66
1949,Kitakyushu,Japan,14.90
1950,Kitakyushu,Japan,15.35
1951,Kitakyushu,Japan,15.20
1952,Kitakyushu,Japan,15.09
1953,Kitakyushu,Japan,15.47
1954,Kitakyushu,Japan,15.54
1955,Kitakyushu,Japan,15.64
1956,Kitakyushu,Japan,14.69
1957,Kitakyushu,Japan,14.81
1958,Kitakyushu,Japan,15.61
1959,Kitakyushu,Japan,16.02
1960,Kitakyushu,Japan,15.84
1961,Kitakyushu,Japan,16.08
1962,Kitakyushu,Japan,15.19
1963,Kitakyushu,Japan,14.69
1964,Kitakyushu,Japan,15.82
1965,Kitakyushu,Japan,14.69
1966,Kitakyushu,Japan,15.29
1967,Kitakyushu,Japan,15.32
1968,Kitakyushu,Japan,14.87
1969,Kitakyushu,Japan,14.98
1970,Kitakyushu,Japan,14.96
1971,Kitakyushu,Japan,15.20
1972,Kitakyushu,Japan,15.30
1973,Kitakyushu,Japan,15.48
1974,Kitakyushu,Japan,14.72
1975,Kitakyushu,Japan,15.62
1976,Kitakyushu,Japan,14.73
1977,Kitakyushu,Japan,15.39
1978,Kitakyushu,Japan,15.95
1979,Kitakyushu,Japan,15.84
1980,Kitakyushu,Japan,14.53
1981,Kitakyushu,Japan,14.81
1982,Kitakyushu,Japan,15.36
1983,Kitakyushu,Japan,15.38
1984,Kitakyushu,Japan,14.95
1985,Kitakyushu,Japan,15.39
1986,Kitakyushu,Japan,14.78
1987,Kitakyushu,Japan,15.58
1988,Kitakyushu,Japan,15.22
1989,Kitakyushu,Japan,15.87
1990,Kitakyushu,Japan,16.46
1991,Kitakyushu,Japan,15.43
1992,Kitakyushu,Japan,15.68
1993,Kitakyushu,Japan,14.99
1994,Kitakyushu,Japan,16.41
1995,Kitakyushu,Japan,15.32
1996,Kitakyushu,Japan,15.32
1997,Kitakyushu,Japan,15.89
1998,Kitakyushu,Japan,16.74
1999,Kitakyushu,Japan,15.93
2000,Kitakyushu,Japan,15.95
2001,Kitakyushu,Japan,15.97
2002,Kitakyushu,Japan,16.00
2003,Kitakyushu,Japan,15.77
2004,Kitakyushu,Japan,16.54
2005,Kitakyushu,Japan,15.75
2006,Kitakyushu,Japan,15.92
2007,Kitakyushu,Japan,16.55
2008,Kitakyushu,Japan,15.98
2009,Kitakyushu,Japan,16.02
2010,Kitakyushu,Japan,16.01
2011,Kitakyushu,Japan,15.62
2012,Kitakyushu,Japan,15.54
2013,Kitakyushu,Japan,16.30
1841,Kobe,Japan,13.72
1842,Kobe,Japan,14.18
1843,Kobe,Japan,14.32
1844,Kobe,Japan,13.97
1845,Kobe,Japan,14.16
1846,Kobe,Japan,14.44
1847,Kobe,Japan,14.48
1848,Kobe,Japan,14.34
1849,Kobe,Japan,14.31
1850,Kobe,Japan,13.87
1851,Kobe,Japan,13.77
1852,Kobe,Japan,13.79
1853,Kobe,Japan,14.04
1854,Kobe,Japan,14.45
1855,Kobe,Japan,14.71
1856,Kobe,Japan,14.24
1857,Kobe,Japan,14.20
1858,Kobe,Japan,14.35
1859,Kobe,Japan,14.33
1860,Kobe,Japan,13.82
1861,Kobe,Japan,13.94
1862,Kobe,Japan,13.75
1863,Kobe,Japan,14.45
1864,Kobe,Japan,14.00
1865,Kobe,Japan,14.44
1866,Kobe,Japan,13.83
1867,Kobe,Japan,14.62
1868,Kobe,Japan,14.45
1869,Kobe,Japan,14.40
1870,Kobe,Japan,14.41
1871,Kobe,Japan,14.43
1872,Kobe,Japan,14.22
1873,Kobe,Japan,13.71
1874,Kobe,Japan,14.47
1875,Kobe,Japan,14.23
1876,Kobe,Japan,14.46
1877,Kobe,Japan,14.70
1878,Kobe,Japan,14.40
1879,Kobe,Japan,14.83
1880,Kobe,Japan,14.44
1881,Kobe,Japan,14.25
1882,Kobe,Japan,14.27
1883,Kobe,Japan,14.29
1884,Kobe,Japan,13.41
1885,Kobe,Japan,13.88
1886,Kobe,Japan,14.28
1887,Kobe,Japan,14.31
1888,Kobe,Japan,14.45
1889,Kobe,Japan,13.94
1890,Kobe,Japan,15.49
1891,Kobe,Japan,14.50
1892,Kobe,Japan,14.21
1893,Kobe,Japan,14.07
1894,Kobe,Japan,15.26
1895,Kobe,Japan,14.40
1896,Kobe,Japan,14.26
1897,Kobe,Japan,14.24
1898,Kobe,Japan,14.99
1899,Kobe,Japan,14.50
1900,Kobe,Japan,14.33
1901,Kobe,Japan,14.20
1902,Kobe,Japan,14.31
1903,Kobe,Japan,14.46
1904,Kobe,Japan,14.36
1905,Kobe,Japan,14.51
1906,Kobe,Japan,13.98
1907,Kobe,Japan,14.09
1908,Kobe,Japan,14.12
1909,Kobe,Japan,14.16
1910,Kobe,Japan,14.08
1911,Kobe,Japan,14.58
1912,Kobe,Japan,14.37
1913,Kobe,Japan,13.95
1914,Kobe,Japan,15.23
1915,Kobe,Japan,14.95
1916,Kobe,Japan,15.31
1917,Kobe,Japan,13.84
1918,Kobe,Japan,14.04
1919,Kobe,Japan,14.64
1920,Kobe,Japan,14.81
1921,Kobe,Japan,14.19
1922,Kobe,Japan,14.95
1923,Kobe,Japan,14.69
1924,Kobe,Japan,14.30
1925,Kobe,Japan,14.26
1926,Kobe,Japan,14.10
1927,Kobe,Japan,14.38
1928,Kobe,Japan,14.74
1929,Kobe,Japan,14.52
1930,Kobe,Japan,15.08
1931,Kobe,Japan,14.50
1932,Kobe,Japan,14.42
1933,Kobe,Japan,14.72
1934,Kobe,Japan,14.28
1935,Kobe,Japan,14.64
1936,Kobe,Japan,14.00
1937,Kobe,Japan,15.01
1938,Kobe,Japan,14.69
1939,Kobe,Japan,14.85
1940,Kobe,Japan,14.70
1941,Kobe,Japan,14.80
1942,Kobe,Japan,14.82
1943,Kobe,Japan,14.47
1944,Kobe,Japan,14.63
1945,Kobe,Japan,14.06
1946,Kobe,Japan,14.95
1947,Kobe,Japan,14.05
1948,Kobe,Japan,15.31
1949,Kobe,Japan,14.67
1950,Kobe,Japan,15.14
1951,Kobe,Japan,14.76
1952,Kobe,Japan,14.84
1953,Kobe,Japan,14.98
1954,Kobe,Japan,15.10
1955,Kobe,Japan,15.35
1956,Kobe,Japan,14.66
1957,Kobe,Japan,14.59
1958,Kobe,Japan,15.32
1959,Kobe,Japan,15.88
1960,Kobe,Japan,15.46
1961,Kobe,Japan,15.77
1962,Kobe,Japan,15.02
1963,Kobe,Japan,14.69
1964,Kobe,Japan,15.50
1965,Kobe,Japan,14.27
1966,Kobe,Japan,14.84
1967,Kobe,Japan,15.06
1968,Kobe,Japan,14.63
1969,Kobe,Japan,14.72
1970,Kobe,Japan,14.70
1971,Kobe,Japan,14.88
1972,Kobe,Japan,15.06
1973,Kobe,Japan,15.05
1974,Kobe,Japan,14.55
1975,Kobe,Japan,15.12
1976,Kobe,Japan,14.36
1977,Kobe,Japan,15.14
1978,Kobe,Japan,15.40
1979,Kobe,Japan,15.62
1980,Kobe,Japan,14.40
1981,Kobe,Japan,14.38
1982,Kobe,Japan,14.87
1983,Kobe,Japan,15.20
1984,Kobe,Japan,14.53
1985,Kobe,Japan,15.18
1986,Kobe,Japan,14.56
1987,Kobe,Japan,15.37
1988,Kobe,Japan,14.66
1989,Kobe,Japan,15.38
1990,Kobe,Japan,16.12
1991,Kobe,Japan,15.38
1992,Kobe,Japan,15.21
1993,Kobe,Japan,14.68
1994,Kobe,Japan,16.06
1995,Kobe,Japan,14.83
1996,Kobe,Japan,14.79
1997,Kobe,Japan,15.37
1998,Kobe,Japan,16.39
1999,Kobe,Japan,15.66
2000,Kobe,Japan,15.58
2001,Kobe,Japan,15.40
2002,Kobe,Japan,15.71
2003,Kobe,Japan,15.27
2004,Kobe,Japan,16.19
2005,Kobe,Japan,15.36
2006,Kobe,Japan,15.43
2007,Kobe,Japan,16.03
2008,Kobe,Japan,15.55
2009,Kobe,Japan,15.61
2010,Kobe,Japan,15.80
2011,Kobe,Japan,15.38
2012,Kobe,Japan,15.14
2013,Kobe,Japan,16.00
1743,London,United Kingdom,7.54
1744,London,United Kingdom,10.34
1745,London,United Kingdom,4.13
1746,London,United Kingdom,
1747,London,United Kingdom,
1748,London,United Kingdom,
1749,London,United Kingdom,
1750,London,United Kingdom,10.25
1751,London,United Kingdom,9.99
1752,London,United Kingdom,6.54
1753,London,United Kingdom,9.42
1754,London,United Kingdom,9.20
1755,London,United Kingdom,8.95
1756,London,United Kingdom,9.42
1757,London,United Kingdom,9.34
1758,London,United Kingdom,8.85
1759,London,United Kingdom,9.80
1760,London,United Kingdom,9.26
1761,London,United Kingdom,9.69
1762,London,United Kingdom,8.99
1763,London,United Kingdom,8.75
1764,London,United Kingdom,9.14
1765,London,United Kingdom,8.95
1766,London,United Kingdom,9.07
1767,London,United Kingdom,8.98
1768,London,United Kingdom,9.12
1769,London,United Kingdom,9.04
1770,London,United Kingdom,9.03
1771,London,United Kingdom,8.78
1772,London,United Kingdom,9.36
1773,London,United Kingdom,9.33
1774,London,United Kingdom,9.10
1775,London,United Kingdom,10.10
1776,London,United Kingdom,9.21
1777,London,United Kingdom,9.25
1778,London,United Kingdom,9.80
1779,London,United Kingdom,10.76
1780,London,United Kingdom,9.67
1781,London,United Kingdom,10.41
1782,London,United Kingdom,8.44
1783,London,United Kingdom,9.97
1784,London,United Kingdom,8.29
1785,London,United Kingdom,8.54
1786,London,United Kingdom,8.35
1787,London,United Kingdom,9.53
1788,London,United Kingdom,9.39
1789,London,United Kingdom,9.12
1790,London,United Kingdom,9.67
1791,London,United Kingdom,9.59
1792,London,United Kingdom,9.56
1793,London,United Kingdom,9.59
1794,London,United Kingdom,10.00
1795,London,United Kingdom,9.19
1796,London,United Kingdom,9.50
1797,London,United Kingdom,9.62
1798,London,United Kingdom,9.83
1799,London,United Kingdom,7.94
1800,London,United Kingdom,9.32
1801,London,United Kingdom,9.68
1802,London,United Kingdom,9.31
1803,London,United Kingdom,8.79
1804,London,United Kingdom,9.37
1805,London,United Kingdom,8.56
1806,London,United Kingdom,9.87
1807,London,United Kingdom,9.03
1808,London,United Kingdom,8.91
1809,London,United Kingdom,8.99
1810,London,United Kingdom,8.97
1811,London,United Kingdom,10.10
1812,London,United Kingdom,8.58
1813,London,United Kingdom,9.13
1814,London,United Kingdom,7.93
1815,London,United Kingdom,8.99
1816,London,United Kingdom,7.98
1817,London,United Kingdom,8.95
1818,London,United Kingdom,9.88
1819,London,United Kingdom,9.58
1820,London,United Kingdom,8.61
1821,London,United Kingdom,9.63
1822,London,United Kingdom,10.36
1823,London,United Kingdom,8.80
1824,London,United Kingdom,9.65
1825,London,United Kingdom,9.98
1826,London,United Kingdom,10.12
1827,London,United Kingdom,9.37
1828,London,United Kingdom,10.10
1829,London,United Kingdom,7.95
1830,London,United Kingdom,8.78
1831,London,United Kingdom,10.01
1832,London,United Kingdom,9.24
1833,London,United Kingdom,9.40
1834,London,United Kingdom,10.59
1835,London,United Kingdom,9.48
1836,London,United Kingdom,9.04
1837,London,United Kingdom,8.85
1838,London,United Kingdom,8.05
1839,London,United Kingdom,8.89
1840,London,United Kingdom,8.68
1841,London,United Kingdom,9.12
1842,London,United Kingdom,9.43
1843,London,United Kingdom,9.40
1844,London,United Kingdom,8.85
1845,London,United Kingdom,8.46
1846,London,United Kingdom,10.48
1847,London,United Kingdom,9.24
1848,London,United Kingdom,9.52
1849,London,United Kingdom,9.42
1850,London,United Kingdom,9.06
1851,London,United Kingdom,9.17
1852,London,United Kingdom,9.96
1853,London,United Kingdom,8.44
1854,London,United Kingdom,9.30
1855,London,United Kingdom,8.03
1856,London,United Kingdom,9.17
1857,London,United Kingdom,10.21
1858,London,United Kingdom,9.20
1859,London,United Kingdom,9.97
1860,London,United Kingdom,8.17
1861,London,United Kingdom,9.42
1862,London,United Kingdom,9.56
1863,London,United Kingdom,9.90
1864,London,United Kingdom,8.74
1865,London,United Kingdom,9.82
1866,London,United Kingdom,9.69
1867,London,United Kingdom,9.06
1868,London,United Kingdom,10.50
1869,London,United Kingdom,9.46
1870,London,United Kingdom,8.94
1871,London,United Kingdom,8.97
1872,London,United Kingdom,10.07
1873,London,United Kingdom,9.26
1874,London,United Kingdom,9.37
1875,London,United Kingdom,9.43
1876,London,United Kingdom,9.75
1877,London,United Kingdom,9.43
1878,London,United Kingdom,9.47
1879,London,United Kingdom,7.62
1880,London,United Kingdom,9.35
1881,London,United Kingdom,8.71
1882,London,United Kingdom,9.43
1883,London,United Kingdom,9.21
1884,London,United Kingdom,9.86
1885,London,United Kingdom,8.68
1886,London,United Kingdom,8.80
1887,London,United Kingdom,8.39
1888,London,United Kingdom,8.31
1889,London,United Kingdom,8.91
1890,London,United Kingdom,8.86
1891,London,United Kingdom,8.65
1892,London,United Kingdom,8.35
1893,London,United Kingdom,10.05
1894,London,United Kingdom,9.42
1895,London,United Kingdom,8.91
1896,London,United Kingdom,9.41
1897,London,United Kingdom,9.50
1898,London,United Kingdom,10.08
1899,London,United Kingdom,9.85
1900,London,United Kingdom,9.73
1901,London,United Kingdom,9.20
1902,London,United Kingdom,8.95
1903,London,United Kingdom,9.45
1904,London,United Kingdom,9.18
1905,London,United Kingdom,9.25
1906,London,United Kingdom,9.62
1907,London,United Kingdom,9.03
1908,London,United Kingdom,9.31
1909,London,United Kingdom,8.70
1910,London,United Kingdom,9.39
1911,London,United Kingdom,10.22
1912,London,United Kingdom,9.57
1913,London,United Kingdom,9.89
1914,London,United Kingdom,9.98
1915,London,United Kingdom,9.07
1916,London,United Kingdom,9.28
1917,London,United Kingdom,8.65
1918,London,United Kingdom,9.60
1919,London,United Kingdom,8.48
1920,London,United Kingdom,9.67
1921,London,United Kingdom,10.60
1922,London,United Kingdom,8.81
1923,London,United Kingdom,9.17
1924,London,United Kingdom,9.34
1925,London,United Kingdom,9.31
1926,London,United Kingdom,9.83
1927,London,United Kingdom,9.25
1928,London,United Kingdom,9.69
1929,London,United Kingdom,9.09
1930,London,United Kingdom,9.70
1931,London,United Kingdom,9.12
1932,London,United Kingdom,9.57
1933,London,United Kingdom,9.96
1934,London,United Kingdom,10.11
1935,London,United Kingdom,9.90
1936,London,United Kingdom,9.43
1937,London,United Kingdom,9.69
1938,London,United Kingdom,10.18
1939,London,United Kingdom,9.77
1940,London,United Kingdom,9.06
1941,London,United Kingdom,9.09
1942,London,United Kingdom,9.10
1943,London,United Kingdom,10.19
1944,London,United Kingdom,9.62
1945,London,United Kingdom,10.39
1946,London,United Kingdom,9.58
1947,London,United Kingdom,9.75
1948,London,United Kingdom,10.16
1949,London,United Kingdom,10.63
1950,London,United Kingdom,9.75
1951,London,United Kingdom,9.52
1952,London,United Kingdom,9.35
1953,London,United Kingdom,9.95
1954,London,United Kingdom,9.35
1955,London,United Kingdom,9.39
1956,London,United Kingdom,8.87
1957,London,United Kingdom,10.26
1958,London,United Kingdom,9.66
1959,London,United Kingdom,10.63
1960,London,United Kingdom,9.88
1961,London,United Kingdom,10.20
1962,London,United Kingdom,8.65
1963,London,United Kingdom,8.48
1964,London,United Kingdom,9.53
1965,London,United Kingdom,9.03
1966,London,United Kingdom,9.59
1967,London,United Kingdom,9.81
1968,London,United Kingdom,9.48
1969,London,United Kingdom,9.47
1970,London,United Kingdom,9.69
1971,London,United Kingdom,9.89
1972,London,United Kingdom,9.41
1973,London,United Kingdom,9.75
1974,London,United Kingdom,9.70
1975,London,United Kingdom,9.99
1976,London,United Kingdom,10.28
1977,London,United Kingdom,9.69
1978,London,United Kingdom,9.41
1979,London,United Kingdom,9.06
1980,London,United Kingdom,9.54
1981,London,United Kingdom,9.38
1982,London,United Kingdom,10.07
1983,London,United Kingdom,10.12
1984,London,United Kingdom,9.75
1985,London,United Kingdom,9.00
1986,London,United Kingdom,8.94
1987,London,United Kingdom,9.22
1988,London,United Kingdom,9.82
1989,London,United Kingdom,10.76
1990,London,United Kingdom,10.94
1991,London,United Kingdom,9.67
1992,London,United Kingdom,10.15
1993,London,United Kingdom,9.69
1994,London,United Kingdom,10.48
1995,London,United Kingdom,10.55
1996,London,United Kingdom,9.27
1997,London,United Kingdom,10.64
1998,London,United Kingdom,10.40
1999,London,United Kingdom,10.86
2000,London,United Kingdom,10.52
2001,London,United Kingdom,10.18
2002,London,United Kingdom,10.91
2003,London,United Kingdom,10.81
2004,London,United Kingdom,10.77
2005,London,United Kingdom,10.63
2006,London,United Kingdom,11.10
2007,London,United Kingdom,10.83
2008,London,United Kingdom,10.38
2009,London,United Kingdom,10.52
2010,London,United Kingdom,9.38
2011,London,United Kingdom,11.19
2012,London,United Kingdom,10.00
2013,London,United Kingdom,9.91
1855,Los Angeles,Chile,10.20
1856,Los Angeles,Chile,12.01
1857,Los Angeles,Chile,12.06
1858,Los Angeles,Chile,12.13
1859,Los Angeles,Chile,12.39
1860,Los Angeles,Chile,12.07
1861,Los Angeles,Chile,11.89
1862,Los Angeles,Chile,11.65
1863,Los Angeles,Chile,11.49
1864,Los Angeles,Chile,12.00
1865,Los Angeles,Chile,12.43
1866,Los Angeles,Chile,12.31
1867,Los Angeles,Chile,12.17
1868,Los Angeles,Chile,12.15
1869,Los Angeles,Chile,12.01
1870,Los Angeles,Chile,11.87
1871,Los Angeles,Chile,11.68
1872,Los Angeles,Chile,11.69
1873,Los Angeles,Chile,12.27
1874,Los Angeles,Chile,12.06
1875,Los Angeles,Chile,11.92
1876,Los Angeles,Chile,12.39
1877,Los Angeles,Chile,12.91
1878,Los Angeles,Chile,12.50
1879,Los Angeles,Chile,12.71
1880,Los Angeles,Chile,12.56
1881,Los Angeles,Chile,12.12
1882,Los Angeles,Chile,12.35
1883,Los Angeles,Chile,11.99
1884,Los Angeles,Chile,11.93
1885,Los Angeles,Chile,11.62
1886,Los Angeles,Chile,12.05
1887,Los Angeles,Chile,12.02
1888,Los Angeles,Chile,12.34
1889,Los Angeles,Chile,11.54
1890,Los Angeles,Chile,12.12
1891,Los Angeles,Chile,12.40
1892,Los Angeles,Chile,12.00
1893,Los Angeles,Chile,12.09
1894,Los Angeles,Chile,12.31
1895,Los Angeles,Chile,12.35
1896,Los Angeles,Chile,12.97
1897,Los Angeles,Chile,12.44
1898,Los Angeles,Chile,11.76
1899,Los Angeles,Chile,12.91
1900,Los Angeles,Chile,12.68
1901,Los Angeles,Chile,12.61
1902,Los Angeles,Chile,12.37
1903,Los Angeles,Chile,12.13
1904,Los Angeles,Chile,12.94
1905,Los Angeles,Chile,12.66
1906,Los Angeles,Chile,12.53
1907,Los Angeles,Chile,12.02
1908,Los Angeles,Chile,12.55
1909,Los Angeles,Chile,12.20
1910,Los Angeles,Chile,11.78
1911,Los Angeles,Chile,12.33
1912,Los Angeles,Chile,12.52
1913,Los Angeles,Chile,12.87
1914,Los Angeles,Chile,12.40
1915,Los Angeles,Chile,12.31
1916,Los Angeles,Chile,11.91
1917,Los Angeles,Chile,12.67
1918,Los Angeles,Chile,12.19
1919,Los Angeles,Chile,12.76
1920,Los Angeles,Chile,12.47
1921,Los Angeles,Chile,12.10
1922,Los Angeles,Chile,12.41
1923,Los Angeles,Chile,11.99
1924,Los Angeles,Chile,12.46
1925,Los Angeles,Chile,12.31
1926,Los Angeles,Chile,12.77
1927,Los Angeles,Chile,12.53
1928,Los Angeles,Chile,12.31
1929,Los Angeles,Chile,12.38
1930,Los Angeles,Chile,13.29
1931,Los Angeles,Chile,12.71
1932,Los Angeles,Chile,12.83
1933,Los Angeles,Chile,12.34
1934,Los Angeles,Chile,12.44
1935,Los Angeles,Chile,12.89
1936,Los Angeles,Chile,12.53
1937,Los Angeles,Chile,12.53
1938,Los Angeles,Chile,12.09
1939,Los Angeles,Chile,12.93
1940,Los Angeles,Chile,13.08
1941,Los Angeles,Chile,12.65
1942,Los Angeles,Chile,12.73
1943,Los Angeles,Chile,13.14
1944,Los Angeles,Chile,13.15
1945,Los Angeles,Chile,13.24
1946,Los Angeles,Chile,12.70
1947,Los Angeles,Chile,12.75
1948,Los Angeles,Chile,12.58
1949,Los Angeles,Chile,12.75
1950,Los Angeles,Chile,12.62
1951,Los Angeles,Chile,13.10
1952,Los Angeles,Chile,13.21
1953,Los Angeles,Chile,12.81
1954,Los Angeles,Chile,12.61
1955,Los Angeles,Chile,12.32
1956,Los Angeles,Chile,12.49
1957,Los Angeles,Chile,12.85
1958,Los Angeles,Chile,12.90
1959,Los Angeles,Chile,12.59
1960,Los Angeles,Chile,13.15
1961,Los Angeles,Chile,12.73
1962,Los Angeles,Chile,13.10
1963,Los Angeles,Chile,12.81
1964,Los Angeles,Chile,12.72
1965,Los Angeles,Chile,13.00
1966,Los Angeles,Chile,12.54
1967,Los Angeles,Chile,12.51
1968,Los Angeles,Chile,13.14
1969,Los Angeles,Chile,12.65
1970,Los Angeles,Chile,12.70
1971,Los Angeles,Chile,12.52
1972,Los Angeles,Chile,12.87
1973,Los Angeles,Chile,12.40
1974,Los Angeles,Chile,12.38
1975,Los Angeles,Chile,12.70
1976,Los Angeles,Chile,12.57
1977,Los Angeles,Chile,13.47
1978,Los Angeles,Chile,13.34
1979,Los Angeles,Chile,13.04
1980,Los Angeles,Chile,13.29
1981,Los Angeles,Chile,13.23
1982,Los Angeles,Chile,13.34
1983,Los Angeles,Chile,13.00
1984,Los Angeles,Chile,12.57
1985,Los Angeles,Chile,13.35
1986,Los Angeles,Chile,13.04
1987,Los Angeles,Chile,13.53
1988,Los Angeles,Chile,12.81
1989,Los Angeles,Chile,13.23
1990,Los Angeles,Chile,12.88
1991,Los Angeles,Chile,13.00
1992,Los Angeles,Chile,12.93
1993,Los Angeles,Chile,13.26
1994,Los Angeles,Chile,13.42
1995,Los Angeles,Chile,13.02
1996,Los Angeles,Chile,13.16
1997,Los Angeles,Chile,13.66
1998,Los Angeles,Chile,13.19
1999,Los Angeles,Chile,13.24
2000,Los Angeles,Chile,12.99
2001,Los Angeles,Chile,13.16
2002,Los Angeles,Chile,12.95
2003,Los Angeles,Chile,13.24
2004,Los Angeles,Chile,13.44
2005,Los Angeles,Chile,13.06
2006,Los Angeles,Chile,13.19
2007,Los Angeles,Chile,12.31
2008,Los Angeles,Chile,13.69
2009,Los Angeles,Chile,13.04
2010,Los Angeles,Chile,12.69
2011,Los Angeles,Chile,13.25
2012,Los Angeles,Chile,13.48
2013,Los Angeles,Chile,13.07
1841,Melbourne,Australia,13.09
1842,Melbourne,Australia,12.96
1843,Melbourne,Australia,13.34
1844,Melbourne,Australia,12.60
1845,Melbourne,Australia,13.16
1846,Melbourne,Australia,13.43
1847,Melbourne,Australia,13.03
1848,Melbourne,Australia,12.58
1849,Melbourne,Australia,12.30
1850,Melbourne,Australia,12.99
1851,Melbourne,Australia,12.97
1852,Melbourne,Australia,12.72
1853,Melbourne,Australia,12.51
1854,Melbourne,Australia,12.84
1855,Melbourne,Australia,11.43
1856,Melbourne,Australia,13.40
1857,Melbourne,Australia,13.44
1858,Melbourne,Australia,13.60
1859,Melbourne,Australia,13.17
1860,Melbourne,Australia,13.29
1861,Melbourne,Australia,13.18
1862,Melbourne,Australia,13.50
1863,Melbourne,Australia,12.96
1864,Melbourne,Australia,13.01
1865,Melbourne,Australia,12.78
1866,Melbourne,Australia,13.36
1867,Melbourne,Australia,13.37
1868,Melbourne,Australia,13.31
1869,Melbourne,Australia,13.18
1870,Melbourne,Australia,13.30
1871,Melbourne,Australia,13.50
1872,Melbourne,Australia,13.40
1873,Melbourne,Australia,13.47
1874,Melbourne,Australia,12.96
1875,Melbourne,Australia,13.09
1876,Melbourne,Australia,13.22
1877,Melbourne,Australia,13.10
1878,Melbourne,Australia,13.34
1879,Melbourne,Australia,13.02
1880,Melbourne,Australia,13.40
1881,Melbourne,Australia,13.10
1882,Melbourne,Australia,13.34
