loan_amnt,term,int_rate,grade,home_ownership,annual_inc,purpose,loan_status
15000,36 months,9.88,B,RENT,1.00E+05,debt_consolidation,Fully Paid
5000,36 months,7.51,A,RENT,20743,other,Fully Paid
9000,36 months,9.88,B,MORTGAGE,103200,home_improvement,Fully Paid
14000,36 months,10.62,B,MORTGAGE,170000,debt_consolidation,Fully Paid
2500,36 months,13.11,C,RENT,12600,educational,Fully Paid
5500,36 months,7.51,A,MORTGAGE,56000,debt_consolidation,Fully Paid
25000,36 months,10.62,B,MORTGAGE,70000,other,Fully Paid
12800,36 months,15.7,D,RENT,103000,other,Fully Paid
18200,36 months,10.99,B,RENT,58000,debt_consolidation,Fully Paid
24000,36 months,13.11,C,RENT,105400,educational,Fully Paid
9000,36 months,14.59,D,RENT,43200,debt_consolidation,Fully Paid
2500,36 months,7.51,A,MORTGAGE,50000,home_improvement,Fully Paid
8000,36 months,7.51,A,MORTGAGE,52780,debt_consolidation,Fully Paid
5000,36 months,10.99,B,RENT,106000,other,Fully Paid
2000,36 months,14.59,D,MORTGAGE,65707,other,Fully Paid
12000,36 months,17.56,E,MORTGAGE,70000,debt_consolidation,Fully Paid
18250,36 months,12.73,C,MORTGAGE,45489,debt_consolidation,Fully Paid
20000,36 months,11.36,B,RENT,48500,credit_card,Fully Paid
7000,36 months,13.85,C,RENT,25000,debt_consolidation,Fully Paid
4500,36 months,10.62,B,MORTGAGE,30000,debt_consolidation,Fully Paid
10000,36 months,7.88,A,MORTGAGE,75000,debt_consolidation,Fully Paid
10000,36 months,7.51,A,MORTGAGE,105000,credit_card,Fully Paid
8200,36 months,11.36,B,RENT,40944,debt_consolidation,Fully Paid
21600,36 months,10.62,B,MORTGAGE,116000,credit_card,Fully Paid
7000,36 months,7.14,A,MORTGAGE,60000,home_improvement,Fully Paid
15000,36 months,15.7,D,RENT,70204,credit_card,Fully Paid
2500,36 months,13.11,C,RENT,7200,educational,Fully Paid
10000,36 months,10.99,B,MORTGAGE,125000,debt_consolidation,Fully Paid
9600,36 months,12.73,C,RENT,45000,other,Fully Paid
10000,36 months,13.48,C,MORTGAGE,40720,other,Fully Paid
7750,36 months,13.85,C,RENT,24000,debt_consolidation,Charged Off
3200,36 months,7.88,A,RENT,36000,major_purchase,Fully Paid
10000,36 months,13.48,C,RENT,40000,other,Fully Paid
14725,36 months,19.41,F,OWN,220000,major_purchase,Fully Paid
19400,36 months,13.11,C,MORTGAGE,70500,debt_consolidation,Charged Off
6400,36 months,7.14,A,MORTGAGE,67807,home_improvement,Fully Paid
10000,36 months,11.36,B,OWN,163000,debt_consolidation,Fully Paid
15000,36 months,10.99,B,RENT,60000,other,Fully Paid
17500,36 months,14.59,D,MORTGAGE,92400,debt_consolidation,Fully Paid
16000,36 months,13.85,C,RENT,81000,debt_consolidation,Fully Paid
18000,36 months,10.99,B,MORTGAGE,78000,debt_consolidation,Fully Paid
16250,36 months,10.99,B,MORTGAGE,77940,major_purchase,Fully Paid
14500,36 months,7.88,A,MORTGAGE,38376,debt_consolidation,Fully Paid
10000,36 months,15.33,D,OWN,41000,credit_card,Fully Paid
13000,36 months,10.25,B,RENT,76000,debt_consolidation,Charged Off
8800,36 months,14.59,D,RENT,75000,major_purchase,Fully Paid
6500,36 months,7.14,A,MORTGAGE,90000,other,Fully Paid
5500,36 months,7.51,A,MORTGAGE,65000,other,Fully Paid
5000,36 months,7.14,A,MORTGAGE,33600,debt_consolidation,Fully Paid
10000,36 months,13.48,C,RENT,36000,educational,Fully Paid
7000,36 months,7.88,A,MORTGAGE,57600,major_purchase,Fully Paid
10000,36 months,7.14,A,MORTGAGE,47091,debt_consolidation,Fully Paid
12000,36 months,7.88,A,MORTGAGE,80000,debt_consolidation,Charged Off
6500,36 months,7.88,A,RENT,32000,other,Fully Paid
1000,36 months,7.51,A,MORTGAGE,25000,debt_consolidation,Fully Paid
10000,36 months,11.36,B,MORTGAGE,65000,credit_card,Fully Paid
25000,36 months,17.93,E,RENT,90000,debt_consolidation,Fully Paid
20000,36 months,11.36,B,MORTGAGE,80000,home_improvement,Fully Paid
19000,36 months,10.62,B,RENT,39600,educational,Fully Paid
25000,36 months,15.33,D,MORTGAGE,1.00E+05,debt_consolidation,Fully Paid
3500,36 months,7.14,A,MORTGAGE,40610,home_improvement,Fully Paid
8000,36 months,7.51,A,MORTGAGE,65000,debt_consolidation,Fully Paid
6500,36 months,15.33,D,MORTGAGE,37500,home_improvement,Fully Paid
5200,36 months,9.88,B,MORTGAGE,35000,credit_card,Fully Paid
12950,36 months,17.56,E,RENT,58155,debt_consolidation,Fully Paid
4800,36 months,11.36,B,MORTGAGE,70000,debt_consolidation,Fully Paid
20000,36 months,11.36,B,MORTGAGE,145000,debt_consolidation,Fully Paid
10000,36 months,10.99,B,RENT,26000,major_purchase,Charged Off
15000,36 months,7.88,A,RENT,76000,debt_consolidation,Fully Paid
15000,36 months,10.99,B,RENT,45000,credit_card,Charged Off
9500,36 months,15.33,D,RENT,27000,debt_consolidation,Fully Paid
7200,36 months,14.96,D,RENT,85000,debt_consolidation,Fully Paid
3000,36 months,10.62,B,OWN,39000,other,Fully Paid
15000,36 months,10.25,B,MORTGAGE,57600,credit_card,Fully Paid
7500,36 months,10.62,B,MORTGAGE,45000,car,Fully Paid
6000,36 months,7.14,A,RENT,81000,credit_card,Fully Paid
10000,36 months,10.99,B,RENT,120000,debt_consolidation,Charged Off
5500,36 months,12.73,C,RENT,62472,major_purchase,Fully Paid
20000,36 months,11.36,B,MORTGAGE,62000,debt_consolidation,Fully Paid
7000,36 months,7.88,A,RENT,65000,major_purchase,Fully Paid
10000,36 months,7.51,A,MORTGAGE,135000,moving,Fully Paid
20000,36 months,16.07,D,MORTGAGE,48000,home_improvement,Fully Paid
18000,36 months,13.85,C,RENT,51312,credit_card,Fully Paid
16000,36 months,9.88,B,MORTGAGE,58800,debt_consolidation,Fully Paid
9800,36 months,10.25,B,RENT,93000,other,Fully Paid
5000,36 months,9.88,B,RENT,42000,other,Fully Paid
3400,36 months,9.88,B,RENT,37500,major_purchase,Fully Paid
9000,36 months,7.51,A,MORTGAGE,165000,major_purchase,Fully Paid
8000,36 months,11.36,B,RENT,40000,debt_consolidation,Fully Paid
13500,36 months,10.62,B,RENT,68000,debt_consolidation,Fully Paid
4000,36 months,7.14,A,MORTGAGE,60000,home_improvement,Fully Paid
12250,36 months,14.59,D,RENT,30000,debt_consolidation,Fully Paid
8100,36 months,13.11,C,MORTGAGE,65000,debt_consolidation,Fully Paid
4000,36 months,11.36,B,RENT,22000,major_purchase,Charged Off
3000,36 months,10.62,B,RENT,43200,other,Charged Off
4000,36 months,7.88,A,OWN,26748,other,Fully Paid
24000,36 months,11.36,B,MORTGAGE,90000,debt_consolidation,Fully Paid
5000,36 months,13.85,C,RENT,58000,debt_consolidation,Fully Paid
2000,36 months,6.39,A,MORTGAGE,50000,home_improvement,Fully Paid
4800,36 months,7.51,A,MORTGAGE,76500,other,Fully Paid
5000,36 months,15.7,D,OWN,60000,major_purchase,Fully Paid
10000,36 months,7.14,A,MORTGAGE,56000,home_improvement,Fully Paid
2800,36 months,7.88,A,RENT,37423.99,major_purchase,Fully Paid
15000,36 months,12.73,C,MORTGAGE,80300,other,Fully Paid
6250,36 months,16.07,D,RENT,29100,debt_consolidation,Fully Paid
10000,36 months,10.99,B,MORTGAGE,109800,other,Fully Paid
3000,36 months,7.14,A,RENT,67000,credit_card,Fully Paid
11000,36 months,9.88,B,RENT,45000,wedding,Fully Paid
20000,36 months,10.25,B,MORTGAGE,66000,debt_consolidation,Fully Paid
7000,36 months,10.62,B,RENT,22680,moving,Fully Paid
10000,36 months,15.33,D,MORTGAGE,65000,educational,Fully Paid
15000,36 months,16.07,D,MORTGAGE,136000,debt_consolidation,Fully Paid
7000,36 months,16.07,D,RENT,40000,debt_consolidation,Fully Paid
6000,36 months,14.96,D,RENT,48000,debt_consolidation,Fully Paid
25000,36 months,10.99,B,RENT,60000,debt_consolidation,Fully Paid
2200,36 months,13.48,C,RENT,15000,debt_consolidation,Charged Off
9000,36 months,17.93,E,MORTGAGE,63000,home_improvement,Fully Paid
6000,36 months,10.25,B,RENT,90000,other,Fully Paid
2400,36 months,13.11,C,MORTGAGE,30000,other,Fully Paid
5000,36 months,7.88,A,RENT,52000,wedding,Fully Paid
10000,36 months,7.51,A,RENT,42000,debt_consolidation,Fully Paid
1600,36 months,10.25,B,MORTGAGE,30000,debt_consolidation,Fully Paid
6000,36 months,11.36,B,RENT,60000,major_purchase,Fully Paid
12000,36 months,13.11,C,MORTGAGE,96000,credit_card,Fully Paid
2500,36 months,7.88,A,MORTGAGE,45000,other,Fully Paid
9600,36 months,12.73,C,RENT,48000,debt_consolidation,Fully Paid
1100,36 months,6.76,A,RENT,35000,medical,Fully Paid
8000,36 months,13.85,C,OWN,58000,major_purchase,Fully Paid
3600,36 months,7.14,A,MORTGAGE,38000,debt_consolidation,Fully Paid
16000,36 months,10.62,B,MORTGAGE,210000,credit_card,Fully Paid
20000,36 months,10.99,B,RENT,75000,debt_consolidation,Charged Off
12500,36 months,14.96,D,MORTGAGE,62400,moving,Fully Paid
3000,36 months,10.25,B,RENT,27599,other,Fully Paid
10000,36 months,13.48,C,RENT,35000,debt_consolidation,Fully Paid
18000,36 months,17.93,E,RENT,180000,other,Fully Paid
5000,36 months,10.25,B,RENT,39000,other,Fully Paid
2000,36 months,14.22,C,RENT,85000,debt_consolidation,Fully Paid
2000,36 months,11.36,B,RENT,38000,moving,Fully Paid
8000,36 months,10.25,B,MORTGAGE,63000,home_improvement,Fully Paid
4800,36 months,7.14,A,RENT,33763,small_business,Fully Paid
5000,36 months,7.14,A,MORTGAGE,60000,other,Fully Paid
4000,36 months,15.33,D,RENT,53000,house,Charged Off
2000,36 months,7.51,A,RENT,65000,wedding,Fully Paid
10750,36 months,7.51,A,MORTGAGE,72000,other,Fully Paid
25000,36 months,10.62,B,RENT,85000,renewable_energy,Fully Paid
4000,36 months,13.48,C,RENT,43200,debt_consolidation,Fully Paid
3500,36 months,13.11,C,RENT,39000,debt_consolidation,Fully Paid
3000,36 months,14.96,D,RENT,49000,small_business,Fully Paid
5000,36 months,10.62,B,RENT,75000,credit_card,Fully Paid
6500,36 months,9.88,B,RENT,91700,credit_card,Fully Paid
6000,36 months,6,C,RENT,26400,major_purchase,Fully Paid
6250,36 months,10.62,B,OWN,18000,debt_consolidation,Fully Paid
2850,36 months,13.48,C,MORTGAGE,48000,debt_consolidation,Charged Off
1500,36 months,10.99,B,RENT,31500,vacation,Fully Paid
10000,36 months,12.73,C,RENT,27000,wedding,Fully Paid
25000,36 months,14.59,D,MORTGAGE,250000,debt_consolidation,Fully Paid
20000,36 months,13.85,C,RENT,87000,credit_card,Fully Paid
9500,36 months,9.88,B,RENT,50000,car,Fully Paid
3600,36 months,6.39,A,MORTGAGE,55000,credit_card,Fully Paid
2800,36 months,14.22,C,RENT,21168,major_purchase,Fully Paid
7000,36 months,11.36,B,MORTGAGE,75500,credit_card,Fully Paid
2500,36 months,11.36,B,RENT,28500,other,Fully Paid
18300,36 months,10.62,B,MORTGAGE,79000,home_improvement,Charged Off
24000,36 months,13.85,C,MORTGAGE,190000,other,Fully Paid
24250,36 months,17.56,E,OWN,80000,debt_consolidation,Fully Paid
6500,36 months,10.62,B,MORTGAGE,48000,other,Fully Paid
5500,36 months,13.11,C,RENT,34000,other,Fully Paid
7000,36 months,10.62,B,RENT,17000,credit_card,Fully Paid
10000,36 months,13.48,C,MORTGAGE,23000,home_improvement,Charged Off
7000,36 months,14.22,C,RENT,35654,debt_consolidation,Charged Off
12500,36 months,7.88,A,RENT,50000,other,Fully Paid
24250,36 months,14.59,D,RENT,140000,debt_consolidation,Fully Paid
12000,36 months,7.88,A,MORTGAGE,80308.8,home_improvement,Fully Paid
14000,36 months,10.25,B,RENT,60000,debt_consolidation,Fully Paid
8500,36 months,15.7,D,MORTGAGE,24000,other,Fully Paid
10000,36 months,14.59,D,MORTGAGE,42000,debt_consolidation,Fully Paid
3000,36 months,10.99,B,RENT,94000,other,Fully Paid
14000,36 months,14.96,D,RENT,71700,debt_consolidation,Fully Paid
11000,36 months,12.73,C,RENT,37200,debt_consolidation,Fully Paid
25000,36 months,14.59,D,MORTGAGE,334000,debt_consolidation,Fully Paid
15000,36 months,11.36,B,MORTGAGE,55000,credit_card,Fully Paid
10000,36 months,10.99,B,MORTGAGE,79000,debt_consolidation,Fully Paid
10000,36 months,9.88,B,MORTGAGE,54000,debt_consolidation,Fully Paid
6000,36 months,7.14,A,RENT,55000,house,Fully Paid
25000,36 months,10.62,B,MORTGAGE,125000,small_business,Fully Paid
6250,36 months,10.62,B,MORTGAGE,41000,small_business,Fully Paid
12000,36 months,13.48,C,RENT,93000,small_business,Fully Paid
15000,36 months,7.88,A,MORTGAGE,85000,debt_consolidation,Fully Paid
5175,36 months,10.99,B,MORTGAGE,27442.02,major_purchase,Fully Paid
16000,36 months,12.73,C,MORTGAGE,105000,debt_consolidation,Fully Paid
10000,36 months,7.88,A,MORTGAGE,96000,other,Fully Paid
5000,36 months,11.36,B,RENT,67200,small_business,Fully Paid
14300,36 months,7.51,A,RENT,74880,debt_consolidation,Fully Paid
10000,36 months,15.33,D,RENT,63000,debt_consolidation,Fully Paid
10000,36 months,10.99,B,RENT,95000,debt_consolidation,Fully Paid
10000,36 months,10.25,B,RENT,55000,home_improvement,Fully Paid
1500,36 months,11.36,B,RENT,18000,credit_card,Fully Paid
6800,36 months,7.14,A,RENT,37000,debt_consolidation,Fully Paid
10000,36 months,10.25,B,MORTGAGE,55000,debt_consolidation,Fully Paid
25000,36 months,10.99,B,MORTGAGE,132000,major_purchase,Fully Paid
16500,36 months,10.62,B,RENT,47000,debt_consolidation,Fully Paid
6000,36 months,15.33,D,RENT,38000,debt_consolidation,Fully Paid
4000,36 months,7.88,A,RENT,33000,debt_consolidation,Fully Paid
25000,36 months,15.7,D,RENT,110000,debt_consolidation,Fully Paid
20000,36 months,14.59,D,MORTGAGE,127000,debt_consolidation,Fully Paid
10000,36 months,10.62,B,RENT,48000,credit_card,Fully Paid
24000,36 months,10.99,B,OWN,1.00E+05,debt_consolidation,Fully Paid
14500,36 months,12.73,C,RENT,76000,credit_card,Fully Paid
3000,36 months,17.56,E,RENT,44000,educational,Charged Off
6000,36 months,10.25,B,RENT,29000,small_business,Fully Paid
3000,36 months,10.99,B,RENT,19200,other,Fully Paid
2500,36 months,15.7,D,MORTGAGE,44000,home_improvement,Charged Off
6000,36 months,10.62,B,MORTGAGE,40000,home_improvement,Fully Paid
5000,36 months,7.14,A,RENT,55000,other,Fully Paid
5000,36 months,10.62,B,MORTGAGE,50000,debt_consolidation,Fully Paid
2400,36 months,10.25,B,RENT,21360,debt_consolidation,Fully Paid
12000,36 months,7.51,A,OWN,55000,other,Fully Paid
14000,36 months,12.73,C,RENT,40000,debt_consolidation,Fully Paid
18000,36 months,9.88,B,RENT,75576,credit_card,Fully Paid
15000,36 months,13.11,C,MORTGAGE,80000,credit_card,Fully Paid
1000,36 months,14.96,D,RENT,12240,educational,Charged Off
3000,36 months,15.7,D,RENT,40000,major_purchase,Fully Paid
9200,36 months,9.88,B,MORTGAGE,24000,credit_card,Fully Paid
8000,36 months,11.36,B,RENT,36000,other,Fully Paid
25000,36 months,15.7,D,MORTGAGE,273000,debt_consolidation,Fully Paid
25000,36 months,12.73,C,RENT,42500,major_purchase,Fully Paid
8500,36 months,14.96,D,MORTGAGE,42000,small_business,Fully Paid
3000,36 months,7.14,A,OWN,41235,other,Charged Off
12000,36 months,9.88,B,MORTGAGE,80000,debt_consolidation,Fully Paid
6000,36 months,11.36,B,MORTGAGE,65000,wedding,Fully Paid
10000,36 months,9.88,B,RENT,35000,small_business,Fully Paid
8500,36 months,7.51,A,MORTGAGE,32000,debt_consolidation,Fully Paid
9000,36 months,7.88,A,RENT,70176,credit_card,Fully Paid
24000,36 months,10.25,B,MORTGAGE,90000,small_business,Charged Off
3000,36 months,7.51,A,RENT,60000,credit_card,Fully Paid
3000,36 months,14.59,D,RENT,32000,debt_consolidation,Fully Paid
12000,36 months,14.22,C,RENT,37500,educational,Fully Paid
16000,36 months,13.85,C,OWN,50000,debt_consolidation,Fully Paid
3000,36 months,6.76,A,MORTGAGE,35000,home_improvement,Fully Paid
10000,36 months,10.99,B,MORTGAGE,76000,debt_consolidation,Fully Paid
25000,36 months,10.99,B,MORTGAGE,92700,debt_consolidation,Fully Paid
7000,36 months,7.88,A,MORTGAGE,51000,debt_consolidation,Fully Paid
10000,36 months,14.96,D,MORTGAGE,49600,debt_consolidation,Fully Paid
10000,36 months,11.36,B,RENT,50307.36,debt_consolidation,Charged Off
20000,36 months,11.36,B,MORTGAGE,65000,other,Charged Off
10000,36 months,14.22,C,RENT,34000,debt_consolidation,Fully Paid
3500,36 months,13.48,C,RENT,18000,other,Charged Off
13000,36 months,10.99,B,RENT,47000,wedding,Fully Paid
6000,36 months,10.99,B,MORTGAGE,60000,other,Fully Paid
9250,36 months,13.11,C,RENT,27120,debt_consolidation,Charged Off
10000,36 months,7.88,A,RENT,58000,debt_consolidation,Fully Paid
2000,36 months,14.96,D,RENT,48000,other,Fully Paid
2100,36 months,13.11,C,MORTGAGE,24000,debt_consolidation,Fully Paid
18000,36 months,13.85,C,RENT,80171,debt_consolidation,Fully Paid
9000,36 months,7.88,A,MORTGAGE,77500,major_purchase,Fully Paid
5000,36 months,14.96,D,RENT,31000,other,Fully Paid
10000,36 months,7.88,A,MORTGAGE,77000,major_purchase,Fully Paid
10000,36 months,7.14,A,RENT,60000,other,Fully Paid
12000,36 months,10.62,B,MORTGAGE,65000,credit_card,Fully Paid
9950,36 months,14.96,D,MORTGAGE,108000,debt_consolidation,Fully Paid
6000,36 months,9.88,B,MORTGAGE,85000,debt_consolidation,Fully Paid
5000,36 months,13.11,C,RENT,48000,other,Fully Paid
6000,36 months,7.14,A,MORTGAGE,90000,major_purchase,Fully Paid
7000,36 months,7.14,A,OWN,80340,other,Fully Paid
7200,36 months,6.76,A,MORTGAGE,51000,credit_card,Fully Paid
2000,36 months,14.96,D,RENT,25200,other,Fully Paid
4000,36 months,10.62,B,MORTGAGE,46500,major_purchase,Fully Paid
16000,36 months,10.62,B,RENT,50000,credit_card,Fully Paid
7500,36 months,9.88,B,MORTGAGE,51500,home_improvement,Fully Paid
23500,36 months,11.36,B,MORTGAGE,59160,debt_consolidation,Fully Paid
5500,36 months,7.88,A,RENT,60000,credit_card,Fully Paid
8000,36 months,7.51,A,MORTGAGE,75000,debt_consolidation,Fully Paid
2400,36 months,10.99,B,RENT,39996,other,Fully Paid
20000,36 months,13.11,C,RENT,70000,debt_consolidation,Fully Paid
16000,36 months,13.11,C,RENT,80000,debt_consolidation,Charged Off
7200,36 months,13.48,C,RENT,60000,credit_card,Fully Paid
2000,36 months,13.11,C,RENT,23040,other,Fully Paid
10000,36 months,10.25,B,RENT,53000,debt_consolidation,Fully Paid
15000,36 months,10.62,B,MORTGAGE,64000,debt_consolidation,Charged Off
4000,36 months,13.85,C,RENT,48000,other,Fully Paid
14750,36 months,9.88,B,RENT,42000,major_purchase,Fully Paid
3000,36 months,11.36,B,RENT,504000,debt_consolidation,Fully Paid
25000,36 months,10.99,B,MORTGAGE,179000,debt_consolidation,Fully Paid
9600,36 months,10.25,B,RENT,68000,house,Charged Off
12000,36 months,10.99,B,RENT,42000,debt_consolidation,Fully Paid
1500,36 months,7.51,A,RENT,45000,other,Charged Off
8000,36 months,10.99,B,RENT,28000,small_business,Charged Off
3200,36 months,13.48,C,MORTGAGE,30000,debt_consolidation,Fully Paid
25000,36 months,17.19,E,RENT,74000,debt_consolidation,Fully Paid
15000,36 months,10.25,B,OWN,36000,other,Fully Paid
5000,36 months,14.96,D,MORTGAGE,103000,other,Fully Paid
3250,36 months,10.99,B,OWN,12000,debt_consolidation,Fully Paid
7000,36 months,6.76,A,MORTGAGE,120000,major_purchase,Fully Paid
4200,36 months,16.82,E,RENT,34000,other,Charged Off
9500,36 months,15.33,D,RENT,75000,debt_consolidation,Fully Paid
6000,36 months,14.22,C,RENT,44000,debt_consolidation,Fully Paid
8500,36 months,9.88,B,RENT,24000,debt_consolidation,Fully Paid
10000,36 months,14.96,D,RENT,45000,debt_consolidation,Fully Paid
2500,36 months,13.48,C,RENT,25000,debt_consolidation,Fully Paid
6500,36 months,6.76,A,MORTGAGE,52000,debt_consolidation,Fully Paid
25000,36 months,11.36,B,RENT,150000,home_improvement,Fully Paid
15200,36 months,10.25,B,RENT,50000,debt_consolidation,Fully Paid
10000,36 months,15.33,D,RENT,70000,credit_card,Fully Paid
20000,36 months,10.99,B,MORTGAGE,96000,debt_consolidation,Fully Paid
22000,36 months,9.88,B,MORTGAGE,75573,debt_consolidation,Fully Paid
10750,36 months,7.88,A,MORTGAGE,60000,credit_card,Fully Paid
6000,36 months,7.88,A,MORTGAGE,80000,home_improvement,Fully Paid
20000,36 months,11.36,B,MORTGAGE,185000,debt_consolidation,Fully Paid
4750,36 months,7.14,A,MORTGAGE,40000,home_improvement,Fully Paid
12000,36 months,12.73,C,MORTGAGE,60000,debt_consolidation,Charged Off
5500,36 months,7.88,A,RENT,15436.8,debt_consolidation,Fully Paid
5000,36 months,7.14,A,MORTGAGE,54000,credit_card,Fully Paid
24250,36 months,10.62,B,MORTGAGE,120000,major_purchase,Fully Paid
10000,36 months,7.14,A,MORTGAGE,40800,debt_consolidation,Fully Paid
9000,36 months,14.59,D,MORTGAGE,65993,debt_consolidation,Fully Paid
7000,36 months,7.88,A,RENT,42000,debt_consolidation,Fully Paid
10000,36 months,10.62,B,MORTGAGE,55000,other,Fully Paid
12000,36 months,10.99,B,MORTGAGE,56000,debt_consolidation,Fully Paid
25000,36 months,14.59,D,RENT,139000,credit_card,Fully Paid
5750,36 months,11.36,B,RENT,34000,debt_consolidation,Fully Paid
6000,36 months,10.62,B,MORTGAGE,124500,other,Fully Paid
6500,36 months,11.36,B,RENT,24000,other,Fully Paid
15000,36 months,10.25,B,OWN,48000,other,Fully Paid
5000,36 months,10.62,B,RENT,47000,other,Fully Paid
4000,36 months,10.62,B,OWN,52000,car,Fully Paid
10000,36 months,12.73,C,MORTGAGE,56000,major_purchase,Fully Paid
2000,36 months,9.88,B,RENT,50450,other,Fully Paid
10800,36 months,7.88,A,MORTGAGE,54000,debt_consolidation,Fully Paid
14400,36 months,10.62,B,MORTGAGE,87663,credit_card,Fully Paid
16500,36 months,7.88,A,RENT,68000,credit_card,Fully Paid
14700,36 months,7.88,A,MORTGAGE,91000,debt_consolidation,Fully Paid
3000,36 months,6.39,A,RENT,55000,other,Fully Paid
16000,36 months,10.99,B,RENT,76000,debt_consolidation,Fully Paid
18000,36 months,10.25,B,MORTGAGE,82800,debt_consolidation,Fully Paid
10000,36 months,15.7,D,RENT,72000,credit_card,Fully Paid
18000,36 months,13.85,C,RENT,62000,other,Fully Paid
6000,36 months,7.14,A,MORTGAGE,228000,major_purchase,Fully Paid
10000,36 months,7.51,A,MORTGAGE,45000,wedding,Fully Paid
3000,36 months,7.88,A,MORTGAGE,50000,small_business,Fully Paid
7000,36 months,10.62,B,RENT,23460,major_purchase,Fully Paid
4500,36 months,7.14,A,MORTGAGE,108000,other,Fully Paid
21000,36 months,19.41,F,RENT,77250,debt_consolidation,Fully Paid
8000,36 months,7.51,A,MORTGAGE,250000,home_improvement,Fully Paid
12000,36 months,10.99,B,MORTGAGE,120000,other,Fully Paid
16000,36 months,13.11,C,MORTGAGE,51000,debt_consolidation,Fully Paid
8500,36 months,13.48,C,MORTGAGE,24570,debt_consolidation,Fully Paid
14500,36 months,12.73,C,OWN,55000,debt_consolidation,Fully Paid
20000,36 months,13.11,C,RENT,39500,debt_consolidation,Fully Paid
3500,36 months,10.25,B,RENT,33000,other,Fully Paid
6250,36 months,10.25,B,MORTGAGE,28800,debt_consolidation,Fully Paid
18000,36 months,17.19,E,RENT,45000,debt_consolidation,Charged Off
8000,36 months,17.93,E,RENT,43800,debt_consolidation,Fully Paid
2000,36 months,11.36,B,RENT,24432,debt_consolidation,Fully Paid
7500,36 months,10.99,B,MORTGAGE,85000,home_improvement,Fully Paid
3000,36 months,11.36,B,RENT,108000,other,Fully Paid
15600,36 months,15.7,D,MORTGAGE,91080,other,Fully Paid
25000,36 months,15.33,D,MORTGAGE,142500,debt_consolidation,Fully Paid
15000,36 months,9.88,B,OWN,51600,wedding,Fully Paid
18000,36 months,10.99,B,MORTGAGE,73200,home_improvement,Fully Paid
6000,36 months,6.76,A,MORTGAGE,82000,other,Fully Paid
3500,36 months,7.51,A,RENT,21600,other,Fully Paid
7500,36 months,10.25,B,RENT,60000,debt_consolidation,Charged Off
4800,36 months,12.73,C,RENT,64000,debt_consolidation,Fully Paid
15000,36 months,14.22,C,RENT,40000,other,Fully Paid
6000,36 months,7.14,A,MORTGAGE,60000,small_business,Fully Paid
5000,36 months,11.36,B,MORTGAGE,80000,major_purchase,Fully Paid
3500,36 months,7.88,A,OWN,51000,debt_consolidation,Fully Paid
5000,36 months,7.51,A,RENT,42000,other,Fully Paid
14400,36 months,13.85,C,MORTGAGE,102000,debt_consolidation,Fully Paid
10000,36 months,15.33,D,MORTGAGE,106000,wedding,Fully Paid
6000,36 months,10.99,B,MORTGAGE,24000,debt_consolidation,Fully Paid
10750,36 months,10.25,B,RENT,24960,debt_consolidation,Fully Paid
10000,36 months,7.88,A,OWN,47000,wedding,Fully Paid
20000,36 months,10.25,B,RENT,64000,debt_consolidation,Charged Off
7750,36 months,7.51,A,MORTGAGE,78000,small_business,Fully Paid
24250,36 months,14.22,C,MORTGAGE,198000,debt_consolidation,Fully Paid
13000,36 months,10.62,B,MORTGAGE,61615,debt_consolidation,Fully Paid
25000,36 months,11.36,B,RENT,81600,credit_card,Fully Paid
15000,36 months,10.25,B,MORTGAGE,61400,debt_consolidation,Fully Paid
20000,36 months,11.36,B,MORTGAGE,102000,debt_consolidation,Fully Paid
10000,36 months,10.25,B,OWN,186000,small_business,Charged Off
2000,36 months,7.88,A,MORTGAGE,65000,small_business,Fully Paid
2400,36 months,10.99,B,OWN,27000,other,Fully Paid
10000,36 months,7.14,A,MORTGAGE,150000,vacation,Fully Paid
6000,36 months,12.73,C,MORTGAGE,30288,other,Fully Paid
6000,36 months,14.22,C,RENT,36250,other,Fully Paid
4800,36 months,7.88,A,MORTGAGE,140000,debt_consolidation,Fully Paid
12500,36 months,10.25,B,RENT,60000,debt_consolidation,Fully Paid
5000,36 months,15.7,D,RENT,36000,medical,Charged Off
2000,36 months,10.99,B,OWN,25000,major_purchase,Fully Paid
10000,36 months,9.88,B,RENT,23000,debt_consolidation,Fully Paid
6400,36 months,7.51,A,MORTGAGE,40000,other,Fully Paid
5000,36 months,6.76,A,OWN,90000,other,Fully Paid
12000,36 months,10.62,B,MORTGAGE,150000,debt_consolidation,Fully Paid
12000,36 months,13.11,C,RENT,55000,debt_consolidation,Fully Paid
4800,36 months,14.22,C,RENT,120000,car,Fully Paid
13000,36 months,9.88,B,RENT,130000,debt_consolidation,Fully Paid
6500,36 months,6.76,A,RENT,56000,credit_card,Fully Paid
2400,36 months,14.96,D,MORTGAGE,25800,credit_card,Fully Paid
1000,36 months,11.36,B,RENT,7800,educational,Fully Paid
7000,36 months,14.96,D,RENT,82000,debt_consolidation,Fully Paid
7000,36 months,7.51,A,MORTGAGE,123000,home_improvement,Fully Paid
21250,36 months,15.7,D,OWN,55000,debt_consolidation,Fully Paid
8500,36 months,10.62,B,RENT,45000,debt_consolidation,Fully Paid
8500,36 months,7.51,A,MORTGAGE,80000,home_improvement,Fully Paid
7000,36 months,12.73,C,MORTGAGE,83000,debt_consolidation,Fully Paid
